ACARA ID,School Name,Suburb,Postcode,Type,Geolocation,Latitude,Longitude,BE Score,% of exams sat that received DA,HSC Students,Exams Sat,DA,Sector,Campus Type,Governing Body,Year Range,ICSEA,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%)
43500,Holy Cross College,Ryde,2112,Secondary,Major Cities,-33.8194,151.119,85,0.049,25,513,86,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1054,13,29,33,26,54,53.2,19,12.3,734,0,734,733.4,2,33
43501,Marist Sisters' College Woolwich,Woolwich,2110,Secondary,Major Cities,-33.8397,151.167,93,0.135,117,864,152,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1101,5,19,32,45,80,68.5,26,18.4,1002,1002,0,1002,1,37
43504,Clancy Catholic College,West Hoxton,2171,Secondary,Major Cities,-33.9322,150.836,88,0.132,117,890,147,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1040,15,34,34,17,87,83.9,32,24.4,1206,629,577,1206,1,58
43538,MacKillop College Port Macquarie,Port Macquarie,2444,Secondary,Inner Regional,-31.4546,152.898,89,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1062,11,28,32,30,99,88.3,48,37,1100,540,560,1098,3,3
43539,Xavier Catholic College Ballina,Skennars Head,2478,Secondary,Inner Regional,-28.8315,153.6,94,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1081,7,23,35,35,76,72,37,28.6,871,461,410,871,3,1
43540,St Joseph's Regional College,Port Macquarie,2444,Secondary,Inner Regional,-31.455,152.831,82,0.038,23,603,103,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1015,20,32,31,17,92,84.8,46,33.8,1001,505,496,1000.2,10,3
43541,Mount St Patrick College,Murwillumbah,2484,Secondary,Major Cities,-28.3255,153.394,88,0.162,79,488,77,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1062,12,26,32,30,69,64.9,28,19.2,786,417,369,786,4,1
43542,St John's College,Lismore,2480,Secondary,Inner Regional,-28.7842,153.3,91,0.041,20,494,91,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1067,9,26,33,32,63,56.9,36,29.6,760,385,375,760,5,3
43543,St Paul's College,West Kempsey,2440,Secondary,Inner Regional,-31.06115,152.82355,77,0.036,12,330,55,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,990,30,33,26,10,59,52.5,36,26.2,567,277,290,566.5,10,3
43544,McAuley Catholic College,Clarenza,2460,Secondary,Inner Regional,-29.705,152.956,81,0.02,6,297,55,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1017,22,31,29,18,50,43.5,25,16.6,486,233,253,486,7,0
43545,St John Paul College,Coffs Harbour,2450,Secondary,Inner Regional,-30.3238,153.098,85,0.041,23,556,92,Catholic,School Head Campus,Catholic Schools NSW,7-Dec,1047,12,29,34,25,74,73.1,44,35.4,991,477,514,991,4,5
43546,St Mary's Catholic College,Casino,2470,Secondary,Inner Regional,-28.8611,153.045,79,0.027,6,221,57,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,986,36,35,21,9,38,35.6,24,15.5,394,184,210,394,5,1
43547,St Joseph's College,Banora Point,2486,Secondary,Major Cities,-28.2102,153.537,85,0.045,22,489,83,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1054,11,29,35,25,68,63.4,37,27.5,766,375,391,766,4,2
43550,St Raphael's Catholic School,Cowra,2794,Combined,Inner Regional,-33.8323,148.688,85,,,,,Catholic,School Single Entity,Catholic Schools NSW,K-12,1014,23,34,28,15,44,37.9,12,7.3,430,224,206,430,7,4
43551,St Matthews Catholic School,Mudgee,2850,Combined,Inner Regional,-32.592,149.59,89,,,,,Catholic,School Single Entity,Catholic Schools NSW,K-12,1042,15,32,31,22,70,59.9,27,20.6,932,492,440,932,4,2
43553,St Mary's Catholic School,Wellington,2820,Combined,Outer Regional,-32.5565,148.943,69,,,,,Catholic,School Single Entity,Catholic Schools NSW,K-10,968,28,29,29,14,17,14.3,8,4.9,135,61,74,135,27,1
43577,La Salle Academy,Lithgow,2790,Secondary,Inner Regional,-33.4955,150.133,81,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,994,30,36,25,8,27,25.8,13,8.7,210,106,104,210,7,5
43578,MacKillop College,Bathurst,2795,Secondary,Inner Regional,-33.4325,149.588,88,0.082,41,502,84,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1040,15,31,33,20,50,44.5,22,16,606,606,0,606,4,5
43579,St Johns College,Dubbo,2830,Secondary,Inner Regional,-32.268,148.646,83,0.067,35,520,96,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1026,15,30,33,21,76,71.9,37,26.8,910,455,455,904.5,11,9
43580,James Sheahan Catholic High School,Orange,2800,Secondary,Inner Regional,-33.3013,149.094,87,0.039,32,814,139,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1024,17,35,34,14,81,76.5,30,24.3,1021,515,506,1021,5,6
43625,Kildare Catholic College,Wagga Wagga,2650,Secondary,Inner Regional,-35.1226,147.364,84,0.074,34,461,75,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1026,18,31,31,19,82,75.5,42,37,944,488,456,944,7,5
43626,Mater Dei Catholic College,Lake Albert,2650,Secondary,Inner Regional,-35.1759,147.363,85,,,,,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1053,12,28,34,25,60,59,32,27.3,711,369,342,711,4,5
43627,St Francis De Sales Regional College,Leeton,2705,Secondary,Outer Regional,-34.5679,146.411,82,0.057,24,424,71,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1013,22,34,29,15,56,54.8,32,26.5,654,354,300,654,6,9
43628,Xavier High School,North Albury,2640,Secondary,Inner Regional,-36.0627,146.935,82,0.044,25,565,94,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1038,16,33,33,19,66,62.4,32,26.2,795,373,422,795,2,5
43629,Marian Catholic College,Griffith,2680,Secondary,Outer Regional,-34.2868,146.058,86,0.024,11,450,83,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1004,27,35,25,13,58,55.3,31,22.3,687,340,347,687,3,24
43636,St Philomena's School,Moree,2400,Combined,Outer Regional,-29.4592,149.838,78,,,,,Catholic,School Single Entity,Catholic Schools NSW,K-10,1012,20,31,30,20,35,30.2,25,13.3,377,195,182,377,13,4
43649,Holy Trinity School,Inverell,2360,Combined,Outer Regional,-29.7792,151.131,88,,,,,Catholic,School Single Entity,Catholic Schools NSW,K-10,1022,18,34,31,18,41,36.3,22,12.8,540,251,289,540,6,9
43651,St Mary's College,Gunnedah,2380,Secondary,Outer Regional,-30.9799,150.26,78,0.018,5,273,51,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,981,30,36,26,9,40,37.8,18,12,379,213,166,378.5,14,3
43652,McCarthy Catholic College,West Tamworth,2340,Secondary,Inner Regional,-31.0728,150.919,83,0.022,13,581,106,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1006,23,34,28,15,62,59.7,26,20.3,850,472,378,850,10,6
43653,O'Connor Catholic College,Armidale,2350,Secondary,Inner Regional,-30.5122,151.68,79,0.039,13,336,68,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1036,14,30,35,22,53,48.6,21,15.1,538,289,249,538,7,4
43654,Trinity Catholic College Lismore,Lismore,2480,Secondary,Inner Regional,-28.8038,153.284,86,,,,,Independent,School Head Campus,Catholic Schools NSW,7-Dec,1050,16,28,30,26,90,81.6,51,42.8,1027,575,452,1026.7,3,2
43655,St Maroun's College,Dulwich Hill,2203,Combined,Major Cities,-33.9082,151.144,88,0.077,13,170,31,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1063,13,25,35,28,45,39.6,7,5.8,462,201,261,462,0,90
43656,St Pius X College,Chatswood,2067,Combined,Major Cities,-33.7948,151.183,96,0.164,130,793,136,Independent,School Single Entity,Catholic Schools NSW,5-Dec,1150,1,7,24,67,89,87.8,41,33.1,1131,0,1131,1131,0,10
43657,Loreto Kirribilli,Kirribilli,2061,Combined,Major Cities,-33.8471,151.216,97,0.394,312,792,136,Independent,School Single Entity,Loreto Ministries Ltd,K-12,1187,0,3,14,83,115,103.2,74,60.4,1104,1104,0,1103.8,0,13
43658,St Mary Star of the Sea College,Wollongong,2500,Secondary,Major Cities,-34.4252,150.902,90,0.065,54,830,150,Independent,School Single Entity,Catholic Schools NSW,7-Dec,1096,5,19,34,41,97,86.8,46,37.2,1083,1083,0,1083,1,18
43659,St Patrick's College Campbelltown,Campbelltown,2560,Secondary,Major Cities,-34.0778,150.824,86,,,,,Independent,School Single Entity,Catholic Schools NSW,7-Dec,1046,11,28,37,24,60,55.9,33,23.6,685,685,0,685,5,13
43660,Mount St Benedict College,Pennant Hills,2120,Secondary,Major Cities,-33.7406,151.06,96,,,,,Independent,School Single Entity,Catholic Schools NSW,7-Dec,1140,2,9,29,60,107,94.6,55,49,1058,1058,0,1057.5,0,15
43661,Mount St Joseph Milperra,Milperra,2214,Secondary,Major Cities,-33.9419,150.994,92,0.102,82,804,144,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1045,15,30,34,21,74,64.3,21,16.1,867,867,0,867,2,60
43662,"St Patrick's College, Strathfield",Strathfield,2135,Combined,Major Cities,-33.8746,151.074,96,,,,,Independent,School Single Entity,Catholic Schools NSW,5-Dec,1127,3,11,31,55,113,106.3,38,32.7,1441,0,1441,1441,0,44
43663,Edmund Rice College,West Wollongong,2500,Secondary,Major Cities,-34.4199,150.863,90,0.058,38,657,108,Independent,School Single Entity,Catholic Schools NSW,7-Dec,1079,10,22,33,36,80,73.8,39,32.5,1027,0,1027,1025.5,2,7
43664,Rosebank College,Five Dock,2046,Secondary,Major Cities,-33.8703,151.121,94,0.088,95,1080,198,Independent,School Single Entity,Catholic Education Commission NSW,7-Dec,1103,5,17,33,45,105,97.9,51,41.7,1368,686,682,1368,0,45
43665,St Edward's Christian Brothers' College,East Gosford,2250,Secondary,Major Cities,-33.4383,151.346,85,0.045,30,664,119,Independent,School Single Entity,Catholic Schools NSW,7-Dec,1068,8,27,36,29,80,78.3,39,30.7,1044,0,1044,1044,3,1
43666,Waverley College,Waverley,2024,Secondary,Major Cities,-33.8973,151.256,92,0.137,109,798,149,Independent,School Head Campus,Catholic Schools NSW,5-Dec,1104,5,16,30,49,119,110,50,45.3,1433,0,1433,1433,1,2
43667,Christian Brothers High School Lewisham,Lewisham,2049,Combined,Major Cities,-33.8974,151.146,87,0.1,93,933,168,Independent,School Single Entity,Catholic Schools NSW,5-Dec,1071,8,25,36,31,103,96.5,33,28.6,1327,0,1327,1326,3,11
43668,St Ignatius' College,Lane Cove,2066,Secondary,Major Cities,-33.8278,151.156,97,0.255,346,1359,223,Independent,School Head Campus,Catholic Schools NSW,5-Dec,1165,1,4,18,76,189,176.4,113,97,1578,0,1578,1577.2,2,5
43669,Chevalier College,Burradoo,2576,Secondary,Inner Regional,-34.5075,150.409,88,,,,,Independent,School Single Entity,Catholic Schools NSW,7-Dec,1077,8,24,33,35,80,76.6,39,34.7,970,492,478,969.2,2,7
43670,St Gregory's College Campbelltown,Gregory Hills,2557,Combined,Major Cities,-34.0398,150.787,84,0.066,46,694,141,Independent,School Single Entity,Catholic Schools NSW,K-12,1055,9,29,37,25,99,93.8,63,41,1214,80,1134,1214,6,3
43671,St Augustine's College Sydney,Brookvale,2100,Combined,Major Cities,-33.7597,151.272,93,0.19,170,893,164,Independent,School Single Entity,Catholic Schools NSW,5-Dec,1115,3,12,32,52,123,118.4,57,45.8,1341,0,1341,1339,1,5
43672,St Scholastica's College Glebe Point,Glebe,2037,Secondary,Major Cities,-33.876,151.18,94,,,,,Independent,School Single Entity,Catholic Schools NSW,7-Dec,1126,3,10,28,59,79,74.8,25,21.3,1025,1025,0,1024.1,5,16
43673,Santa Sabina College,Strathfield,2135,Combined,Major Cities,-33.8776,151.095,96,,,,,Independent,School Head Campus,Catholic Schools NSW,K-12,1149,2,7,26,65,126,117.7,65,60.4,1189,1053,136,1189,0,48
43674,St Vincent's College,Potts Point,2011,Secondary,Major Cities,-33.8697,151.225,95,0.255,157,617,113,Independent,School Single Entity,Catholic Schools NSW,7-Dec,1139,2,9,26,63,69,67.3,32,30.7,714,714,0,714,3,0
43675,Monte Sant' Angelo Mercy College,North Sydney,2060,Secondary,Major Cities,-33.8359,151.207,97,0.269,188,699,122,Independent,School Single Entity,Catholic Schools NSW,7-Dec,1173,0,5,19,75,120,114.2,65,51.8,1171,1171,0,1171,0,11
43676,St Clare's College,Waverley,2024,Secondary,Major Cities,-33.8988,151.254,91,0.169,61,362,66,Catholic,School Single Entity,Catholic Schools NSW,7-Dec,1099,4,16,35,45,43,38.4,17,11.9,524,524,0,524,3,21
43677,Stella Maris College,Manly,2095,Secondary,Major Cities,-33.7863,151.286,93,0.192,127,663,126,Independent,School Head Campus,Catholic Schools NSW,7-Dec,1123,2,10,34,53,85,74.8,43,32.8,906,906,0,906,0,18
43678,St Dominic's College,Kingswood,2747,Secondary,Major Cities,-33.7532,150.716,83,0.052,26,497,86,Independent,School Single Entity,Catholic Schools NSW,7-Dec,1009,22,39,29,9,80,79.2,27,24.5,975,0,975,975,5,11
43680,St Joseph's College,Hunters Hill,2110,Secondary,Major Cities,-33.8304,151.139,92,0.156,156,1002,182,Independent,School Single Entity,Catholic Schools NSW,7-Dec,1116,4,11,29,56,106,100.9,307,146,1078,0,1078,1078,4,11
43681,Oakhill College Castle Hill,Castle Hill,2154,Secondary,Major Cities,-33.7234,151.02,95,,,,,Independent,School Single Entity,Catholic Schools NSW,7-Dec,1118,2,12,34,51,127,121.3,49,40.2,1667,195,1472,1667,1,29
43682,Brigidine College St Ives,St Ives,2075,Secondary,Major Cities,-33.7216,151.173,95,,,,,Independent,School Single Entity,Catholic Schools NSW,7-Dec,1136,1,8,30,60,88,80.1,58,48.6,870,870,0,868.8,0,16
43683,Our Lady of Mercy College Parramatta,Parramatta,2150,Secondary,Major Cities,-33.8083,151.003,96,,,,,Independent,School Single Entity,Catholic Schools NSW,7-Dec,1119,3,14,32,51,90,85.1,42,35.1,1029,1029,0,1029,0,79
43684,St Aloysius' College,Kirribilli,2061,Secondary,Major Cities,-33.8488,151.214,99,0.297,272,917,153,Independent,School Head Campus,Association of Independent Schools of New South Wales,3-Dec,1232,1,2,8,89,119,109.9,73,64.7,1260,0,1260,1260,0,16
43686,Kincoppal - Rose Bay School of the Sacred Heart,Rose Bay,2029,Combined,Major Cities,-33.8634,151.272,96,0.307,179,583,99,Independent,School Single Entity,Catholic Schools NSW,K-12,1159,1,6,23,71,106,94.3,53,44.9,911,879,32,911,1,14
43689,St Stanislaus' College,Bathurst,2795,Secondary,Inner Regional,-33.4276,149.572,88,,,,,Independent,School Head Campus,Association of Independent Schools of New South Wales,7-Dec,1042,14,29,33,24,45,44.4,27,21.9,554,0,554,554,7,6
43690,Loreto Normanhurst,Normanhurst,2076,Combined,Major Cities,-33.721,151.101,96,0.343,309,902,156,Independent,School Single Entity,Association of Independent Schools of New South Wales,5-Dec,1157,1,6,22,70,124,115.2,81,73.4,1087,1087,0,1086.6,2,4
43691,Red Bend Catholic College,Forbes,2871,Secondary,Outer Regional,-33.4074,148.015,81,0.038,16,418,65,Independent,School Single Entity,Catholic Schools NSW,7-Dec,988,27,33,27,12,71,63.7,44,39.9,715,370,345,715,13,1
43693,Maronite College of the Holy Family - Parramatta,Harris Park,2150,Combined,Major Cities,-33.8216,151.015,83,0.059,19,325,63,Independent,School Single Entity,Catholic Schools NSW,K-12,961,52,33,13,1,93,88.2,28,24.8,1221,645,576,1221,0,81
43694,St Charbel's College,Punchbowl,2196,Combined,Major Cities,-33.9182,151.056,86,0.126,59,469,87,Independent,School Single Entity,Catholic Schools NSW,K-12,1036,19,31,32,18,105,98.3,25,20.6,1167,611,556,1167,0,79
43697,Broughton Anglican College,Menangle Park,2563,Combined,Major Cities,-34.0997,150.768,92,0.101,44,434,80,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1101,5,17,34,44,85,75,46,33.8,1053,501,552,1053,2,9
43698,Regents Park Christian School,Regents Park,2143,Combined,Major Cities,-33.8812,151.027,84,0.017,4,231,46,Independent,School Single Entity,Christian Schools Australia,K-12,1036,22,26,30,22,59,53.8,30,21.8,644,304,340,644,0,82
43699,Condell Park Christian School,Condell Park,2200,Combined,Major Cities,-33.9224,151.018,Not Rated,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1080,7,20,41,32,20,13.5,15,7.5,93,51,42,93,0,18
43700,Covenant Christian School,Belrose,2085,Combined,Major Cities,-33.7137,151.216,96,0.138,61,442,83,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1152,1,7,24,67,92,75.6,55,35.7,909,447,462,909,1,24
43702,Dubbo Christian School,Dubbo,2830,Combined,Inner Regional,-32.263,148.645,89,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1038,15,26,34,25,53,46.2,32,25.6,530,269,261,530,11,9
43707,Sherwood Hills Christian School,Bradbury,2560,Combined,Major Cities,-34.0836,150.814,84,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1032,17,33,33,17,10,9.2,11,7,134,59,75,134,3,40
43708,Southern Cross Baptist Church Christian School,Engadine,2233,Combined,Major Cities,-34.0603,151.006,Not Rated,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1071,6,25,34,35,6,4.6,5,0.7,31,10,21,31,6,44
43710,Trinity Grammar School,Summer Hill,2130,Combined,Major Cities,-33.8986,151.131,98,0.139,80,574,97,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1159,1,7,22,70,231,217.1,147,114.6,2124,0,2124,2123,0,71
43711,Casino Christian School,North Casino,2470,Combined,Inner Regional,-28.8145,153.075,81,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,984,31,30,21,18,25,20.8,20,10.5,240,119,121,240,15,4
43712,Deniliquin Christian School,Deniliquin,2710,Combined,Inner Regional,-35.5199,144.945,85,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,962,34,32,28,6,8,6.4,5,1.9,54,23,31,54,17,4
43713,Greenacre Baptist Christian Community School,Greenacre,2190,Combined,Major Cities,-33.8946,151.056,93,,,,,Independent,School Single Entity,Christian Schools Australia,K-12,1086,8,20,33,39,31,25.8,14,9.6,348,162,186,348,2,76
43714,Koinonia Christian Academy,Bourke,2840,Combined,Very Remote,-29.9701,145.995,Not Rated,,,,,Independent,School Single Entity,Christian Schools Australia,K-9,813,92,5,3,0,3,2.2,3,2.8,16,6,10,16,38,0
43716,Newcastle Waldorf School,Glendale,2285,Combined,Major Cities,-32.9244,151.656,Not Rated,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1063,9,24,37,31,18,17,16,8.1,211,108,103,204.6,7,12
43724,OneSchool Global NSW,Oatlands,2117,Combined,Major Cities,-33.7863,151.033,,0.026,14,539,103,Independent,School Head Campus,Association of Independent Schools of New South Wales,3-Dec,986,34,52,13,0,144,124.9,46,41.5,1106,528,578,1106,0,0
43725,Yeshiva College,Bondi,2026,Combined,Major Cities,-33.8916,151.259,Not Rated,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,1117,2,11,37,50,6,6,8,5.9,50,22,28,50,0,38
43726,Bellfield College,Rossmore,2557,Combined,Major Cities,-33.9417,150.765,75,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1012,30,30,26,13,45,43.2,28,21.6,626,318,308,626,0,90
43731,Ebenezer Christian College,Prospect,2148,Combined,Major Cities,-33.8043,150.929,72,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,994,39,30,21,10,8,7.4,3,3,113,51,62,113,0,94
43741,Al Sadiq College,Greenacre,2190,Combined,Major Cities,-33.9099,151.056,74,,,,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,953,57,27,12,4,52,45.4,34,23.8,622,334,288,622,0,95
43744,Nambucca Valley Christian Community School,Nambucca Heads,2448,Combined,Outer Regional,-30.6396,152.984,83,,,,,Independent,School Single Entity,Christian Schools Australia,K-12,1011,22,33,28,17,26,21.5,20,11.2,259,146,113,259,9,1
43752,The Lakes Christian College,Castlereagh,2749,Combined,Major Cities,-33.6863,150.685,83,,,,,Independent,School Single Entity,Christian Community Ministries Ltd,K-12,1014,21,34,27,18,30,23.2,11,9.2,294,139,155,294,11,15
43753,Kindlehill School,Wentworth Falls,2782,Combined,Major Cities,-33.7042,150.375,90,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,1074,5,19,31,45,14,9.3,9,4.5,126,72,54,126,17,100
43755,The Armidale Waldorf School,Armidale,2350,Combined,Inner Regional,-30.4892,151.696,Not Rated,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-8,1051,11,23,30,36,11,7.5,13,8,118,57,61,118,14,16
43756,Australian Performing Arts Grammar School,Glebe,2037,Secondary,Major Cities,-33.8843,151.194,88,,,,,Independent,School Single Entity,Association of Independent Schools of New South Wales,7-Dec,1104,3,13,35,49,13,8.9,5,3.2,124,81,43,124,4,13
